Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,interactionenddate,method,targettype,initiator,cyber_objective,information_operation,objective_achievement,Concession ,3rdpartyinitiator,severity,damage type,Crit Inf,Supply Ch,Ransomware,Political Objective,Sources1,Sources2,Sources3,Sources4,Sources5,Justice,Cert,FBI
392,731732,N Korea,S Korea,BitHumb Crypto Heist #3,6/19/2018,6/19/2018,3,1,731,1,0,1,0,0,4,1,9,0,0,"On June 19, 2018, approximately $31 million in virtual currency was stolen from BitHumb, a South Korean cryptocurrency exchange, marking the third theft in the last 16 months. In August 2019, the UN Security Council Panel of Experts indicated DPRK-affiliated actors were behind the theft. Proceeds were laundered through a separate crypto-currency exchange called YoBit. ZDNet does not include this event in its account of BitHumb attacks. Incident dates inconsistent across media reports.",https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/,,,,,,,
393,731732,N Korea,S Korea,Trump-Un Summit phishing,2/20/2019,2/26/2019,3,2,731,2,0,1,0,0,2,1,11,0,0,"Prior to the Vietnam summit of Kim Jong Un and Donald Trump, North Korean hackers were found to have targeted South Korean institutions in a phishing campaign using documents related to the diplomatic event as bait. No evidence to suggest their attack was successful.",https://www.cyberscoop.com/trump-kim-summit-vietnam-north-korea-hackers-phishing/,,,,,,,
394,731732,N Korea,S Korea,Bithumb_D,3/1/2019,3/31/2019,4.2,1,731,1,0,1,0,0,4,1,9,0,0,"The panel said South Korea’s Bithumb, one of the largest cryptocurrency exchanges in the world, was reportedly attacked at least four times. a March 2019 attack to a $20 million loss.",https://apnews.com/article/ece1c6b122224bd9ac5e4cbd0c1e1d80,https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/,https://www.coindesk.com/bithumb-exchanges-31-million-hack-know-dont-know,,,,,
395,731732,N Korea,S Korea,BitHumb Crypto Heist #4,3/29/2019,8/30/2019,3,1,731,1,0,1,0,0,4,1,9,0,0,"On March 29, 2019, approximately $20 million in virtual currency was stolen from BitHumb, a South Korean cryptocurrency exchange, marking the fourth theft in two years. BitHumb attributes this attack to insiders. Incident dates inconsistent across media reports.",https://carnegieendowment.org/specialprojects/protectingfinancialstability/timeline#click-hide, https://thehimalayantimes.com/nepal/chinese-men-held-for-cyber-heist-worth-millions, https://www.zdnet.com/article/bithumb-cryptocurrency-exchange-hacked-a-third-time-in-two-years/,,,,,
396,731732,N Korea,S Korea,South Korean Supply Chains,11/28/2019,11/18/2020,3,1,731,3,0,1,0,0,3,2,9,1,0,"North Korean hackers are suspected of carrying out a supply chain attack that targeted businesses, including financial firms, in South Korea using stolen digital certificates, according to researchers with security firm ESET.",https://www.bankinfosecurity.com/north-korean-hackers-suspected-supply-chain-attacks-a-15384,,,,,,,
397,731732,N Korea,S Korea,Lazarus Group COVID-19 Phising Campaign  - Skorea,6/1/2020,6/22/2020,3,1,731,2,0,0,0,0,3,1,12,0,0,"North Korean sent COVID-19 phishing emails to 5 million+ businesses to S Korea, Singapore, US, Japan, India, and the UK to steal information",https://www.infosecurity-magazine.com/news/north-korean-covid19-phishing-six/,https://www.cyfirma.com/early-warning/global-covid-19-related-phishing-campaign-by-north-korean-operatives-lazarus-group-exposed-by-cyfirma-researchers/,https://www.zdnet.com/article/north-korean-state-hackers-reportedly-planning-covid-19-phishing-campaign-targeting-5m-across-six-nations/,,,,,
398,731740,N Korea,Japan,Fourth of July_C,7/4/2009,7/7/2009,2,2,731,1,0,1,0,0,2,1,11,0,0,DDoS disruptive events on governmental and private websites.,https://www.csmonitor.com/Technology/Horizons/2009/0708/north-korean-hackers-blamed-for-sweeping-cyber-attack-on-us-networks, https://www.nytimes.com/2009/07/09/technology/09cyber.html?mtrref=www.google.com&gwh=446A2A35F5DC5847A2B1F4A3E31B4D00&gwt=pay,,,,,,
399,731740,N Korea,Japan,Lazarus Group COVID-19 Phising Campaign  - Japan,6/1/2020,6/22/2020,3,1,731,2,0,0,0,0,3,1,12,0,0,"North Korean sent COVID-19 phishing emails to 5 million+ businesses to S Korea, Singapore, US, Japan, India, and the UK to steal information",https://www.infosecurity-magazine.com/news/north-korean-covid19-phishing-six/,https://www.cyfirma.com/early-warning/global-covid-19-related-phishing-campaign-by-north-korean-operatives-lazarus-group-exposed-by-cyfirma-researchers/,https://www.zdnet.com/article/north-korean-state-hackers-reportedly-planning-covid-19-phishing-campaign-targeting-5m-across-six-nations/,,,,,
400,732740,S Korea,Japan,Textbook hack,4/1/2001,4/1/2001,2,2,732,1,1,1,0,0,2,1,11,0,0,DDoS retaliatory campaign over a revisionist WWII Japansese history textbook  ,https://cmsw.mit.edu/mit2/Abstracts/ducke1.pdf,,,,,,,
401,732740,S Korea,Japan,South Korea Patriotic,1/7/2004,1/14/2004,2,1,732,1,1,1,0,0,2,1,11,0,0,Disruptive action regarding the lifting of censorship against Japanese media ,https://www.theguardian.com/world/2010/aug/18/japan-south-korea-disputed-islands, https://www.researchgate.net/publication/289878699_A_New_Approach_to_a_Territorial_Dispute_Involving_a_Former_Colonizer-Colony_Pair_The_Case_of_the_DokdoTakeshima_Dispute_between_Korea_and_Japan,,,,,,
402,732740,S Korea,Japan,Japan Patriotic,1/7/2004,1/14/2004,2,2,740,1,1,1,0,0,2,1,2,0,0,Disruptive retaliation against South Korean hackers.,https://www.refworld.org/pdfid/4d3025492.pdf, https://www.akamai.com/cn/zh/multimedia/documents/state-of-the-internet/akamai-q1-2008-state-of-the-internet-connectivity-report.pdf,,,,,,
403,732740,S Korea,Japan,Island Dispute,3/20/2005,3/20/2005,2,2,740,1,1,1,0,0,2,1,11,0,0,DDoS demonstration against South Korean protests against the territorial claims of Takeshima Island ,https://www.bbc.com/news/world-asia-19207086, https://scholarlycommons.law.case.edu/cgi/viewcontent.cgi?article=1046&context=jil,,,,,,
404,732740,S Korea,Japan,Dark Hotel_B,1/1/2008,11/9/2014,3,2,732,2,0,1,0,0,4,2,12,1,0,Information theft from South Korea that targeted executives working in the nuclear industry,https://attack.mitre.org/groups/G0012/,https://www.wired.com/2014/11/darkhotel-malware/,https://www.trendmicro.com/vinfo/pl/security/news/cybercrime-and-digital-threats/darkhotel-malware-emphasizes-the-importance-of-using-secure-networks-while-travelling,,,,,
405,732740,S Korea,Japan,SK hack,3/1/2010,3/1/2010,2,2,732,1,1,1,0,0,2,1,11,0,0,DDoS commemoration of Korean Independence Day ,https://www.refworld.org/pdfid/4d3025492.pdf, https://www.akamai.com/cn/zh/multimedia/documents/state-of-the-internet/akamai-q1-2008-state-of-the-internet-connectivity-report.pdf,,,,,,
406,732740,S Korea,Japan,Japan retaliation,3/1/2010,3/1/2010,2,2,740,1,1,1,0,0,2,1,11,0,0,Retaliation for the South Korean DDoS attack ,https://www.refworld.org/pdfid/4d3025492.pdf, https://www.akamai.com/cn/zh/multimedia/documents/state-of-the-internet/akamai-q1-2008-state-of-the-internet-connectivity-report.pdf,,,,,,
407,732740,S Korea,Japan,Earthquake hack,3/11/2011,3/14/2011,3,2,732,2,0,1,0,1,3,1,11,0,0,Data breaches during network vulneralbility in the aftermath of earthquake ,https://us-cert.cisa.gov/ncas/current-activity/2011/03/11/Japan-Earthquake-and-Tsunami-Disaster-Email-Scams-Fake-Antivirus,http://www.spamfighter.com/News-16051-Japanese-Earthquake-Paves-Way-for-Several-Kinds-of-Cyber-Attacks.htm,https://www.siliconrepublic.com/enterprise/cyber-criminals-exploit-japan-earthquake-with-seo-attacks,,,,,
408,750770,India,Pakistan,October 2001 defacements,10/22/2001,10/24/2001,1,2,770,1,1,1,0,0,2,1,11,0,0,"Disruptive event over the criticism of militant groups operating inside Pakistan, and Pakistani-controlled Kashmir.",https://www.indiatoday.in/magazine/technology-innovation/story/20010618-with-enemy-hackers-on-the-prowl-new-battleground-for-india-is-the-internet-775037-2001-06-18,,,,,,,
409,750770,India,Pakistan,Worm infiltates Pakistan govt,3/1/2003,3/13/2003,4.3,2,750,1,1,1,0,0,2,1,11,0,0,Data breach of Pakistani government websites ,http://news.bbc.co.uk/2/hi/south_asia/1617478.stm, http://www.ists.dartmouth.edu/docs/cyberwarfare.pdf,,,,,,
410,750770,India,Pakistan,July 2003 defacements,7/12/2003,7/13/2003,1,2,750,1,1,1,0,0,2,1,15,1,0,Disruptive event protesting  the reopening of the only India-Pakistan bus service,https://www.thehindu.com/thehindu/2003/07/13/stories/2003071303800900.htm,https://documents.trendmicro.com/assets/white_papers/wp-a-deep-dive-into-defacement.pdf,,,,,,
411,750770,India,Pakistan,November 2008 defacements_A,11/15/2008,11/27/2008,1,2,750,1,1,1,0,0,2,1,11,0,0,Retaliatory action over the Mumbai terror attacks,"https://propakistani.pk/2008/11/24/here-we-go-again/, https://economictimes.indiatimes.com/tech/internet/indian-pak-hackers-deface-govt-websites/articleshow/3759501.cms",,,,,,,
412,750770,India,Pakistan,November 2008 defacements_B,11/15/2008,11/27/2008,1,2,770,1,1,1,0,0,2,1,11,0,0,Retalaition over the defacement of the Oil and Gas Regulatory Authority of Pakistan ,"https://propakistani.pk/2008/11/24/here-we-go-again/, https://economictimes.indiatimes.com/tech/internet/indian-pak-hackers-deface-govt-websites/articleshow/3759501.cms",,,,,,,
413,750770,India,Pakistan,Transportation defacements,12/24/2008,12/25/2008,1,2,770,1,1,1,0,0,2,1,11,0,0,Retaliation for violation of Pakistani air space by Indian aircraft ,https://propakistani.pk/2008/11/24/here-we-go-again/, https://economictimes.indiatimes.com/tech/internet/indian-pak-hackers-deface-govt-websites/articleshow/3759501.cms,,,,,,
414,750770,India,Pakistan,September 2010 defacements 1,9/2/2010,9/12/2010,1,2,770,1,1,1,0,0,2,1,11,0,0,Retaliation for Indian Government’s response to several Muslim group protests ,https://documents.trendmicro.com/assets/white_papers/wp-a-deep-dive-into-defacement.pdf, https://www.dawn.com/news/647571,,,,,,
415,750770,India,Pakistan,September 2010 defacements 2,9/2/2010,9/12/2010,1,2,750,1,1,1,0,0,2,1,11,0,0,Retaliation for Pakistani defacements.,https://documents.trendmicro.com/assets/white_papers/wp-a-deep-dive-into-defacement.pdf, https://www.dawn.com/news/647572,,,,,,
416,750770,India,Pakistan,PCA defacements,12/1/2010,12/3/2010,1,2,770,1,1,1,0,0,2,1,11,0,0,Disrutptive events in wake of Indian nationalist attacks on the anniversary of the Mumbai bombings.,https://documents.trendmicro.com/assets/white_papers/wp-a-deep-dive-into-defacement.pdf, https://www.dawn.com/news/647573,,,,,,
417,750770,India,Pakistan,PCA retaliation,12/1/2010,12/3/2010,1,2,750,1,1,1,0,0,2,1,11,0,0,Retaliation for widespread Pakistani defacements of some 270 websites.,https://documents.trendmicro.com/assets/white_papers/wp-a-deep-dive-into-defacement.pdf, https://www.dawn.com/news/647574,,,,,,
418,750770,India,Pakistan,ICID defacement,10/1/2011,10/1/2011,1,2,770,1,1,1,0,0,2,1,11,0,0,Retaliation for the deaths of civilians in Jammu and Kashmir in Indian security crackdown.,https://www.researchgate.net/publication/326866504_Regional_rivalry_between_India-Pakistan_tit-for-tat_in_cyberspace,,,,,,,
419,750770,India,Pakistan,2016 Crimson RAT,6/1/2012,2/11/2016,3,3,770,3,0,1,0,0,3,2,11,0,0,Pakistan phishing attempts against Indian Military,https://www.proofpoint.com/sites/default/files/proofpoint-operation-transparent-tribe-threat-insight-en.pdf,https://www.bleepingcomputer.com/news/security/nation-backed-hackers-spread-crimson-rat-via-coronavirus-phishing/,,,,,,
420,750770,India,Pakistan,Tranchulas incident,2/1/2013,7/2/2013,4.2,3,770,2,0,1,0,0,3,1,11,1,0,Retaliatory event coinciding with the wider upsurge in hostilities in response to the ceasefire violations in Kashmir ,https://threatconnect.com/blog/where-there-is-smoke-there-is-fire-south-asian-cyber-espionage-heats-up/, https://www.darkreading.com/attacks-breaches/pakistan-the-latest-cyberspying-nation/d/d-id/1298109,,,,,,
421,750770,India,Pakistan,Telenor Pakistan incident,3/17/2013,3/17/2013,4.2,1,750,2,0,1,0,0,3,1,3,0,0,Escalatory event coinciding with the wider upsurge in hostilities in response to the ceasefire violations in Kashmir ,http://digitalrightsmonitor.pk/telenor-pakistan-comes-under-a-cyber-attack-the-extent-of-damage-remains-unclear/, https://www.pcworld.com/article/2039257/attack-on-telenor-was-part-of-large-cyberespionage-operation-with-indian-origins-report-says.html,,,,,,
422,750770,India,Pakistan,Seedoor phishing ,12/15/2013,3/17/2016,3,3,770,3,0,1,0,0,3,2,11,0,0,Phishing campaing on Indian Defense networks ,https://tech.economictimes.indiatimes.com/news/internet/suspected-pakistani-cyber-attack-uses-surveillance-malware-against-indian-and-pakistani-entities-fireeye/51431822, https://www.hindustantimes.com/tech/pak-based-cyber-attack-of-use-phishing-to-target-indian-defence-sites/story-6nFi8D2FzFiOi45jN84bFO.html,,,,,,
423,750770,India,Pakistan,Press Club of India hack,10/8/2014,10/10/2014,1,1,770,1,1,1,0,0,2,1,2,0,0,Defacement of PCI website ,https://www.indiatoday.in/india/story/hackers-post-anti-modi-comments-on-press-club-of-indias-website-209307-2014-10-09, https://www.gadgetsnow.com/tech-news/Hackers-from-India-Pakistan-in-full-blown-online-war/articleshow/44766898.cms,,,,,,
424,750770,India,Pakistan,Pakistan People's Party hack,10/9/2014,10/10/2014,1,1,750,1,1,1,0,0,2,1,11,0,0,Defacement of PPP networks ,https://thehackernews.com/2014/10/Bilawal-Bhutto-Pakistan-peoples-party-hacked.html, https://www.pakistanpressfoundation.org/tag/ppp-website-hacked/,,,,,,
425,750770,India,Pakistan,Financial Center DDoS,7/5/2015,7/7/2015,2,1,770,1,1,1,0,0,2,1,9,0,1,DDoS on Indian banks and financial sector by APT group,https://economictimes.indiatimes.com/industry/banking/finance/india-witnessing-sophisticated-cyber-attacks-from-organised-and-unorganised-players/articleshow/57247683.cms,,,,,,,
426,750770,India,Pakistan,Indian Revenue Service hack,3/5/2016,3/8/2016,3,2,770,1,1,1,0,0,2,1,11,0,0,Phishing accesses Indian IRS and takes down takes down site for a few hours ,https://tribune.com.pk/story/1042513/indian-revenue-service-website-hacked-by-suspected-pakistanis/, https://economictimes.indiatimes.com/news/politics-and-nation/hacked-income-tax-department-website-for-irs-officers-restored/articleshow/57890289.cms,,,,,,
427,750770,India,Pakistan,Indian Army phishing campaign,10/6/2016,10/18/2016,3,3,770,1,1,1,0,0,3,1,11,0,0,Counter offensive for Indian special ops tactics in Pakistan ,http://www.newindianexpress.com/thesundaystandard/2016/oct/16/pak-launches-sneaky-cyber-attack-1528282.html,,,,,,,
428,750770,India,Pakistan,NSG defacement_A,12/31/2016,1/2/2017,1,3,770,1,1,1,0,0,2,1,11,0,0,Defacements in India Naitonal Security Guard networks ,https://timesofindia.indiatimes.com/india/national-security-guard-website-hacked-defaced-with-abusive-message-against-pm-modi/articleshow/56280790.cms,,,,,,,
429,750770,India,Pakistan,NSG defacement_B,12/31/2016,1/2/2017,1,3,770,1,1,1,0,0,2,1,11,0,0,Defacements in India Naitonal Security Guard networks ,https://timesofindia.indiatimes.com/india/national-security-guard-website-hacked-defaced-with-abusive-message-against-pm-modi/articleshow/56280790.cms,https://economictimes.indiatimes.com/news/defence/national-security-guard-site-hacked-lens-on-pakistans-role/articleshow/56284757.cms ,,,,,,
430,750770,India,Pakistan,Operation Sidecopy_B,1/1/2019,9/30/2020,3,2,770,2,0,0,0,1,4,1,11,1,0,"Pakistan and China launch phising email campaign against Indian infastructure, using bogUSemails to take over computers ",https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/waterbug-espionage-governments, https://www.forbes.com/sites/kateoflahertyuk/2019/10/21/nsa-and-ncsc-warning-russian-hackers-disguised-as-iranian-spies-hacked-35-countries/?sh=301b8ceb6428,  https://media.defense.gov/2019/Oct/18/2002197242/-1/-1/0/NSA_CSA_Turla_20191021%20ver%204%20-%20nsa.gov.pdf,,,,,
431,750770,India,Pakistan,Pulwama reaction,2/14/2019,2/14/2019,3,3,770,1,0,1,0,1,4,1,11,0,0," Following an attack on Indian military forces in Kashmir, Pakistani hackers targeted almost 100 Indian government websites and critical systems. Indian officials reported that they engaged in offensive cyber measures to counter the attacks. ",https://www.defenseworld.net/news/24399/After_Pulwama_Terrorist_Attack__Pak_Hackers_Targeted_Indian_Govt_Websites,,,,,,,
432,750770,India,Pakistan,COVID Crimson RAT,3/16/2020,4/9/2020,3,1,770,2,0,1,0,0,3,2,3,1,0,Pakistan phishing attempts against Indian Military,https://www.proofpoint.com/sites/default/files/proofpoint-operation-transparent-tribe-threat-insight-en.pdf,,,,,,,
433,750770,India,Pakistan,SUNBIRD,8/9/2020,8/10/2020,3,3,750,2,0,0,0,0,3,1,11,0,0,Pakistani officials block multiple malware attacks by Indian hackers targeting government official's cellphone data. ,https://www.thenews.com.pk/latest/699597-pakistan-army-identifies-major-cyber-attack-by-india-targeting-mobile-phones-of-govt-military-officials,https://www.lookout.com/company/media-center/press-releases/lookout-unmasks-state-sponsored-android-spyware-tied-to-india-pakistan-conflict,https://www.cyberscoop.com/pro-india-hacking-group-confucius-lookout-commercial-surveillance/,,,,,
