Incident No.,Inclusion Criteria I,Inclusion Criteria II,Source Incident Detection/Disclosure,Source Incident Detection/Disclosure II,Start Date (Year),Start Date (Month),Start Date (Date),End Date (Year),End Date (Month),End Date (Date),Receiver Category I,Receiver Category II,Receiver Category III,Receiver Category IV,Receiver Category V,Receiver Category VI,Receiver Category VII,Receiver Category VIII,Receiver Category IX,Receiver Category X,Receiver Country I,Receiver Country II,Receiver Country III,Receiver Country IV,Receiver Country V,Receiver Country VI,Receiver Country VII,Receiver Country VIII,Receiver Country IX,Receiver Country X,Receiver Regime Type I,Receiver Regime Type II,Receiver Regime Type III,Initiator Category,Name Initiator,Name Initiator II,Initiator Country I,Initiator Country II,Initiator Country III,Initiator Country IV,Initiator Country V,Initiator Regime Type I,Initiator Regime Type II,Attribution Year,Political/Legal Response Year,Attribution Basis I,Attribution Type I,Attribution Basis II,Attribution Type II,Attribution Basis III,Attribution Type III,Attribution Basis IV,Attribution Type IV,Attribution IT-Security Community (category) I,Attribution IT-Security Community (category) II,Attribution IT-Security Community (country) I,Attribution IT-Security Community (country) II,Country of Origin: IT Attribution I,Country of Origin: IT Attribution II,Temporal Attribution Sequence,Cyber-Conflict Issue I,Cyber-Conflict Issue II,Cyber-Conflict Issue III,Cyber-Conflict Issue IV,Offline-Conflict (Intensity) - HIIK,Offline-Conflict (Issue) - HIIK I,Offline-Conflict (Issue) - HIIK II,Offline-Conflict (Issue) - HIIK III,Offline-Conflict (Issue) - HIIK IV,Zero Day(s),Incident Type I,Incident Type II,Incident Type III,Data Theft,Disruption,Hijacking (accessing and controlling a system),Physical Effects (spatial),Physical Effects (temporal),Unweigthed Cyber Intensity,Target/effect multiplier,Weighted Cyber Intensity,Casualties,Sources,Sources Attribution,Sources Politicization,Incident Name,Description
992,2,6,3,na,2017,2,7,2017,2,7,3.4,na,na,na,na,na,na,na,na,na,GBR,na,na,na,na,na,na,na,na,na,1,na,na,3.5,Tunisian Fallaga Team,Pro-ISIS,TUN,na,na,na,na,1,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,  https://www.independent.co.uk/news/uk/crime/isis-islamist-hackers-nhs-websites-cyber-attack-syrian-civil-war-images-islamic-state-a7567236.html,na,na,Hackergroup linked to ISIS attacks NHS websites,"The Independent reveals that, over the past six weeks, six NHS websites were defaced showing grue some images of the conflict in Syria with the hashtags: #Op_Russiaand#save_aleppo."
993,2,4,3,na,2017,2,17,2017,2,17,1.11,na,na,na,na,na,na,na,na,na,PAK,na,na,na,na,na,na,na,na,na,1,na,na,3.1,Indian Cyber Army,na,IND,na,na,na,na,1,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,4,7,na,na,0,0,na,na,na,1,3,na,na,0,0,1,0,0,1,1,1,0,https://www.hackread.com/pakistani-embassy-in-serbia-website-hacked-by-indian-cyber-army/,na,na,Indian Cyber Army vs. Pakistani Embassy in Serbia,"Hackergroup ""Indian Cyber Army"" hacks website of Pakistani embassy in Serbia, leaves message."
994,2,8,5,na,2017,2,19,2017,2,19,1.1,7,na,na,na,na,na,na,na,na,MNE,na,na,na,na,na,na,na,na,na,2,na,na,0,0,na,RUS,na,na,na,na,3,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,na,na,0,2,0,0,0,2,1,2,0,https://balkaninsight.com/2017/02/22/montenegro-govt-on-alert-over-new-cyber-attacks-02-21-2017/https://www.gov.me/en/News/169508/Web-portal-of-Government-of-Montenegro-and-several-other-web-sites-were-under-enhanced-cyberattacks.html,na,na,Attack on govermental websites in Montenegro,"The websites of the Montenegrin government and several state institutions, as well as some pro-government media, are targeted with multiple cyberattacks (probably by the Russian state) started since February, 15th."
995,2,4,3,na,2017,2,25,2017,2,25,1.5,na,na,na,na,na,na,na,na,na,IND,na,na,na,na,na,na,na,na,na,1,na,na,3.1,Black Hat Hackers,na,BGD,na,na,na,na,2,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,4,7,na,na,0,0,na,na,na,1,1.1,na,na,1,0,0,0,0,1,1,1,0,https://www.hackread.com/indian-navy-officers-private-details-leaked-by-bangladeshi-black-hat-hackers/,na,na,Black Hat Hackers leak Navy Data of India,"Bangladeshi Hacker group ""Black Hat Hackers"" extracts and leaks personal information of Indian Navy officials from government servers."
996,4,na,0,na,2017,2,27,2017,2,27,1.1,na,na,na,na,na,na,na,na,na,LUX,na,na,na,na,na,na,na,na,na,3,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,na,na,0,2,0,0,0,2,1,2,0,https://www.ibtimes.co.uk/ddos-attack-takes-down-luxembourg-government-servers-1609380,na,na,Luxembourg DDoS 2017,DDoS attack takes down Luxembourg government servers
997,1,3,3,na,2017,3,na,2017,na,na,1.7,na,na,na,na,na,na,na,na,na,PRK,na,na,na,na,na,na,na,na,na,3,na,na,1,US CYCOM,na,USA,na,na,na,na,1,na,2017,na,6,4,na,na,na,na,na,na,na,na,na,na,na,na,na,1,7,na,na,0,0,na,na,na,1,2,na,na,0,2,0,0,0,2,1,2,0,https://www.cybersecurityintelligence.com/blog/cyberwarfare-us-launches-ddos-attacks-against-n-korean-spy-agency-2902.html,https://thediplomat.com/2017/10/how-to-make-sense-of-offensive-us-cyber-operations-against-north-korean-military-intelligence/,na,US DDoS towards North Korean,"The United States targeted North Korea’s military spy agency. The attack was a distributed denial of service (DDoS) campaign with an aim to flood North Korean spy agency’s servers with traffic, crippling its access to the internet."
998,4,na,5,na,2017,3,na,2017,3,na,1.3,na,na,na,na,na,na,na,na,na,USA,na,na,na,na,na,na,na,na,na,1,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,1,na,na,2,0,0,0,0,2,1,2,0,https://www.kcur.org/post/hackers-kansas-system-accessed-social-security-numbers-millions-10-states#stream/0,na,na,Unknown hacker attacks Kansas department of Commerce,A security breach in the Kansas Department of Commerce exposes millions of Social Security numbers from people across 10 states to hackers. Many other accounts are also attacked.
999,4,na,2,na,2017,3,1,2017,12,31,1.1,na,na,na,na,na,na,na,na,na,MEA,na,na,na,na,na,na,na,na,na,0,na,na,0,DarkHydrus/LazyMeerkat,na,0,na,na,na,na,3,na,na,na,2,5,na,na,na,na,na,na,0,na,0,na,USA,na,na,0,na,na,na,0,0,na,na,na,1,1,na,na,1,0,0,0,0,1,1,1,0,https://unit42.paloaltonetworks.com/unit42-darkhydrus-uses-phishery-harvest-credentials-middle-east/,na,na,DarkHydrusin 2017,The hacker group DarkHydrusaka Copy Kittenaka LazyMeerkat in 2017 mainly hacked the governmental and educational sector of different Middle East countries. The hacks are mainly harvesting attacks.
1000,4,na,1,na,2017,3,3,2017,3,3,1.8,na,na,na,na,na,na,na,na,na,USA,na,na,na,na,na,na,na,na,na,1,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,3,na,0,1,2,0,0,3,1,3,0,https://www.nbcnews.com/news/us-news/senate-democrats-pennsylvania-are-being-held-cyber-hostage-n728901; https://www.zdnet.com/article/pennsylvania-senate-democrats-paid-700000-to-recover-from-ransomware-attack/,na,na,Unknown group attacks Democratic Party in Pennsylvania (USA),The Pennsylvania Senate Democrats are hit by a ransomware attack that locks senators and employees out of their computer network.
1001,2.1,na,0,na,2017,3,6,2017,3,6,4.8,na,na,na,na,na,na,na,na,na,USA,na,na,na,na,na,na,na,na,na,1,na,na,2,Cozy Bear/APT 29/The Dukes,na,RUS,na,na,na,na,3,na,2017,na,0,2,6,4,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,1,na,na,1,0,0,0,0,1,1,1,0,https://www.bloomberg.com/news/articles/2017-03-06/russian-hackers-said-to-seek-hush-money-from-liberal-u-s-groupshttps://www.theverge.com/2017/3/6/14828076/russia-hacking-liberal-groups-blackmail-email-leaks-cozy-bear,na,na,Attack on various US progressive groups (probably by CozyBear),"New reports reveal that Russian hackers are targeting U.S. progressive groups in a new wave of attacks. According to the report, at least a dozen groups have faced extortion attempts since the U.S. presidential election. The ransom demands are accompanied by samples of sensitive data in the hackers’ possession."
1002,4,na,2,na,2017,3,8,2017,3,8,1.1,na,na,na,na,na,na,na,na,na,MENA,na,na,na,na,na,na,na,na,na,0,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,3,na,0,1,2,0,0,3,1,3,0,https://securityaffairs.co/wordpress/57031/malware/ranran-ransomware.html; https://unit42.paloaltonetworks.com/unit42-targeted-ransomware-attacks-middle-eastern-government-organizations-political-purposes/,na,na,RanRan Ransomware,"Malware researchers at Palo Alto Networks spot a new strain of ransomware, dubbed Ran Ran, that has been used in targeted attacks against government organizations in the Middle East."
1003,2,na,3,na,2017,3,11,2017,3,11,7,na,na,na,na,na,na,na,na,na,NLD,na,na,na,na,na,na,na,na,na,1,na,na,3.3,Akincilar,na,TUR,na,na,na,na,3,na,na,na,3,1,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na,na,na,0,0,na,na,na,1,2,na,na,0,2,0,0,0,2,1,2,0,https://nltimes.nl/2017/03/14/turkish-hacker-groups-focus-cyberattacks-dutch-websites-incl-nl-times,na,na,Turkish hackers attack several Dutch websites,Turkish hackergroups target a large number of Dutch websites after the political fallout between the Netherlands and Turkey over the weekend.
1004,3,na,5,na,2017,3,14,2017,3,16,1.3,na,na,na,na,na,na,na,na,na,CAN,na,na,na,na,na,na,na,na,na,1,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,na,na,0,2,0,0,0,2,1,2,0,https://www.ibtimes.co.uk/statistics-canada-site-hit-by-hackers-taken-offline-peak-tax-season-1611419,na,na,Canadian Statistics website got shut down by hackers,The Canadian government confirms that the Statistics Canada website is hacked and taken offline for over two days. In the aftermath of the cyberattack parts of the Canada Revenue Agency's (CRA) site is also reportedly taken offline by authorities as a precaution.
1005,3,na,1,na,2017,3,28,2017,3,28,1.2,na,na,na,na,na,na,na,na,na,NLD,na,na,na,na,na,na,na,na,na,1,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,https://nltimes.nl/2017/03/28/ransomware-found-dutch-parliament,na,na,Ransomware found in the systems of the Tweede Kamer(NLD),"Ransomware is found on the computersystems of the Tweede Kamer, the lower house of Dutch parliament."
1006,1,na,1,na,2017,4,na,2017,4,na,2,na,na,na,na,na,na,na,na,na,IAAF,FIFA,na,na,na,na,na,na,na,na,1,na,na,1,Sofacy/APT 28/Fancy Bear,na,RUS,na,na,na,na,3,na,2017,2018,1,3,5,7,na,na,na,na,na,na,na,na,na,na,na,11,na,na,na,0,0,na,na,na,1,1,3,na,2,0,2,0,0,4,1,4,0,https://www.reuters.com/article/us-sport-doping-iaaf-idUSKBN1750ZM,https://www.justice.gov/opa/documents-and-resources-october-4-2018-press-conference,na,IAAF Hack,IAAF says medical records compromised by Fancy Bear hackinggroup
1007,2,4,3,na,2017,4,na,2017,4,na,1.8,na,na,na,na,na,na,na,na,na,GBR,na,na,na,na,na,na,na,na,na,1,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,https://www.huffingtonpost.co.uk/entry/britain-first-hacked_uk_58f0ccf6e4b0bb9638e323ab,na,na,Unknown hacker attacks Britain First,"Britain First is hit by a massive hack that targeting its websites and Twitter accounts, and their YouTube channel."
1008,2,na,2,na,2017,4,na,2017,10,na,3.8,3.9,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,0,na,na,2.1,Lazarus Group/Hidden Cobra/APT51,na,PRK,na,na,na,na,3,na,2018,na,2,5,na,na,na,na,na,na,2.1,na,PRK,na,USA,na,na,0,na,na,na,0,0,na,na,na,1,1,3,na,1,0,2,0,0,3,1,3,0,https://securingtomorrow.mcafee.com/other-blogs/mcafee-labs/lazarus-resurfaces-targets-global-banks-bitcoin-users/,na,na,Lazarus (NorthKorea) attacks endusers because of financial interests,Focusing on financial interests (Bitcoin) the NorthKorean APT Lazarus ends false job recruitments to gain data from endusers.
1009,2.1,na,1,na,2017,4,1,2017,12,31,3.8,na,na,na,na,na,na,na,na,na,KOR,na,na,na,na,na,na,na,na,na,1,na,na,2,Lazarus Group/Hidden Cobra/APT52,MilitaryUnit121,PRK,na,na,na,na,3,na,2017,na,2,5,na,na,na,na,na,na,2,na,PRK,na,USA,na,na,1,4,7,na,2,1,4,7,na,1,3,na,na,0,0,2,0,0,2,1,2,0,https://www.theregister.co.uk/2017/05/30/nork_spy_agency_lazarus_group_attribution/https://btcmanager.com/571-million-in-damages-north-korean-hacking-group-lazarus-behind-high-profile-cryptocurrency-hacks/?q=/571-million-in-damages-north-korean-hacking-group-lazarus-behind-high-profile-cryptocurrency-hacks/&,https://www.fireeye.com/blog/threat-research/2017/09/north-korea-interested-in-bitcoin.html;  https://www.recordedfuture.com/north-korea-cryptocurrency-campaign/,na,Yapizon Hack (Lazarus),"Lazarus managed to hack into Yapizon, a South Korean cryptocurrency exchange in April 2017 and stole 3,816 Bitcoins valued at $5.3million."
1010,2.1,10,2,na,2017,4,na,2017,12,na,1.1,1.5,na,na,na,na,na,na,na,na,NATO,UKR,na,na,na,na,na,na,na,na,2,na,na,2.1,Sofacy/APT 28/Fancy Bear,na,RUS,na,na,na,na,3,na,2018,na,2,5,na,na,na,na,na,na,2.1,na,RUS,na,RUS,na,na,1,7,na,na,0,0,na,na,na,1,1,3,na,1,0,2,0,0,3,1,3,0,https://securityaffairs.co/wordpress/69365/apt/sofacy-apt-east.htmlhttps://securelist.com/a-slice-of-2017-sofacy-activity/83930/,na,na,APT28 Operation Dealer`s Choice,APT28 targeted primarily NATO Countries as well as Ukraine (among others) in a spearphishing campaign.
1011,2.1,na,2,na,2017,4,na,2017,12,na,4.8,na,na,na,na,na,na,na,na,na,GBR,na,na,na,na,na,na,na,na,na,1,na,na,2,Panda,na,CHN,na,na,na,na,3,na,2018,na,2,3,na,na,na,na,na,na,2,na,CHN,na,USA,na,na,0,na,na,na,0,0,na,na,na,1,1,na,na,1,0,0,0,0,1,1,1,0,https://www.bbc.com/news/uk-43172371,na,na,Chinese hackers attack UK think tanks,The Chinese -based APT 26 (aka Deep Panda) attacked several UK think tanks and gained access to information regarding the PC China.
1012,1,na,0,5,2017,4,na,2017,4,na,3.9,na,na,na,na,na,na,na,na,na,USA,EUROPE,na,na,na,na,na,na,na,na,1,na,na,1,0,na,CHN,na,na,na,na,3,na,2018,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,1,7,na,na,2,1,7,na,na,1,1,na,na,2,0,0,0,0,2,1,2,0,https://www.washingtonpost.com/world/national-security/china-hacked-a-navy-contractor-and-secured-a-trove-of-highly-sensitive-data-on-submarine-warfare/2018/06/08/6cc396fa-68e6-11e8-bea7-c8eb28bc52b1_story.html  https://www.telegraph.co.uk/technology/2018/12/14/chinese-hackers-steal-missile-plans-us-navy-contractors/,https://www.washingtonpost.com/world/national-security/china-hacked-a-navy-contractor-and-secured-a-trove-of-highly-sensitive-data-on-submarine-warfare/2018/06/08/6cc396fa-68e6-11e8-bea7-c8eb28bc52b1_story.html,na,China US Navy Contractor Hack,Chinese government hackers infiltrated US navy contractors.
1013,2.1,10,2,na,2017,4,na,2018,7,na,1.2,1.9,4.6,7,na,na,na,na,na,na,KHM,na,na,na,na,na,na,na,na,na,3,na,na,2,Leviathan/APT 40/Temp.Periscope,na,CHN,na,na,na,na,3,na,2018,na,2,5,na,na,na,na,na,na,2,na,CHN,na,USA,na,na,0,na,na,na,0,0,na,na,na,1,1,3,na,1,0,2,0,0,3,1,3,0,https://www.fireeye.com/blog/threat-research/2018/07/chinese-espionage-group-targets-cambodia-ahead-of-elections.html,na,na,Leviathan aka TEMP.periscope aka APT 40 influences on the election in Cambodia,"Since they want them to win the Chinese-based APT 40 supports a Chinese-friendly party in the Cambodian elections. Fire Eye has examined a range of TEMP. Periscope activity revealing extensive interest in Cambodia's politics, with active compromises of multiple Cambodian entities related to the country’s electoralsystem. This includes compromises of Cambodian government entities charged with overseeing the elections, as well as the targeting of opposition figures."
1014,10,na,1,na,2017,4,7,2017,4,8,1.11,na,na,na,na,na,na,na,na,na,USA,na,na,na,na,na,na,na,na,na,1,na,na,0,0,na,USA,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,2,na,na,0,1,0,1,1,1,1,1,0,https://www.reuters.com/article/us-texas-sirens-idUSKBN17B001https://www.washingtonpost.com/news/the-intersect/wp/2017/04/09/someone-hacked-every-tornado-siren-in-dallas-it-was-loud/,na,na,Unknown hacker disrupts emergency sirens in Dallas,A computer hack sets off all the emergency sirens in Dallas for about 90 minutes.
1015,6,na,0,na,2017,4,11,2017,4,11,8,na,na,na,na,na,na,na,na,na,SGP,na,na,na,na,na,na,na,na,na,2,na,na,0,0,na,0,na,na,na,na,0,na,na,na,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,1,na,na,1,0,0,0,0,1,1,1,0,https://www.zdnet.com/article/singapore-university-breaches-reveal-wider-attack-surface-to-safeguard/,na,na,Unknown APT attacks Singapore government and universities,"Reports emerge that the two Singapore universities suffered APT (advanced persistent threat) attacks last month, with the attackers specifically targeting government and research data."
1016,1,9,1,na,2017,5,na,2017,5,na,1.1,1.3,3.3,3.4,3.6,3.8,5,na,na,na,GBR,USA,DEU,RUS,FRA,CHN,KOR,JPN,ISR,ESP,1,na,na,1,Lazarus Group/Hidden Cobra/APT53,na,PRK,na,na,na,na,3,na,2017,2018,2,5,6,10,na,na,na,na,2,na,PRK,na,USA,na,2,0,na,na,na,0,0,na,na,na,1,2,3,na,0,2,2,0,0,4,1,4,0,https://www.theguardian.com/society/live/2017/may/12/england-hospitals-cyber-attack-nhs-live-updates,https://www.justice.gov/opa/press-release/file/1092091/download; https://www.scmp.com/news/asia/east-asia/article/2124884/us-declares-north-korea-was-behind-huge-wannacry-cyberattack; https://www.justsecurity.org/49889/questions-wannacry-attribution-north-korea/; https://threatpost.com/us-sanctions-north-korea-wannacry-sony-hacks/148351/; https://www.theguardian.com/technology/2017/dec/19/wannacry-cyberattack-us-says-it-has-evidence-north-korea-was-directly-responsiblehttps://www.telegraph.co.uk/news/2017/10/14/north-korea-behind-wannacry-attack-crippled-nhs-stealing-us/; https://www.spiegel.de/politik/ausland/eu-beschliesst-sanktionen-gegen-hacker-aus-russland-und-china-a-77111293-2651-4bb8-a2e3-fb6c3a04eea5,https://www.spiegel.de/politik/ausland/eu-beschliesst-sanktionen-gegen-hacker-aus-russland-und-china-a-77111293-2651-4bb8-a2e3-fb6c3a04eea5,WannaCry,"WannaCry is ransomware that infects Windows operating systems that have not been patched with a specific patch offered by Microsoft since March 2017, and encrypts certain userfiles on the computer. The program asks to pay a certain amount of money in the cryptocurrency Bitcoin, after an unused period of time the program threatens with dataloss. In 2018 the USA brought charges against a North Korean agent of APT Lazarus, who was also held responsible for the Sony Hack 2014."
1017,2.1,na,0,na,2017,5,na,2017,8,na,3.1,na,na,na,na,na,na,na,na,na,DEU,na,na,na,na,na,na,na,na,na,1,na,na,2,Berserk Bear/Energetic Bear,Dragonfly,RUS,na,na,na,na,3,na,2018,na,6,3,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,1,3,na,1,0,2,0,0,3,1,3,0,"https://www.reuters.com/article/us-germany-cyber-russia/german-intelligence-sees-russia-behind-hack-of-energy-firms-media-report-idUSKBN1JG2X2,https://www.n-tv.de/wirtschaft/Hacker-greifen-EnBW-Tochter-an-article20436822.html",https://www.reuters.com/article/us-germany-cyber-russia/german-intelligence-sees-russia-behind-hack-of-energy-firms-media-report-idUSKBN1JG2X2; https://www.verfassungsschutz.de/download/broschuere-2018-06-bfv-cyber-brief-2018-01-neu.pdf,na,Berserker Bear,Russian state-sponsored hackers managed to access secured parts of the German energy network
1018,10,na,2,na,2017,5,na,2017,11,na,1.1,1.3,1.5,1.6,1.11,2,3.1,4.7,4.8,7,LAO,PHL,KHM,VNM,CHN,na,na,na,na,na,2,3,na,2,APT32/Ocean Lotus/Sea Lotus,na,VNM,na,na,na,na,3,na,2017,na,2,5,na,na,na,na,na,na,2,na,VNM,na,USA,na,na,0,na,na,na,0,0,na,na,na,1,1,3,na,1,0,2,0,0,3,1,3,0,https://www.reuters.com/article/us-cyber-attack-vietnam/vietnams-neighbors-asean-targeted-by-hackers-report-idUSKBN1D70VU; https://www.volexity.com/blog/2017/11/06/oceanlotus-blossoms-mass-digital-surveillance-and-exploitation-of-asean-nations-the-media-human-rights-and-civil-society/,na,na,OceanLotus vs. Asean,"OceanLotus accessed networks of local SEA governments, to use the mass taging points against the local organisation ASEAN.In the same campaign attacks were started against local humanrights defenders"
1019,1,na,1,na,2017,5,na,2017,12,na,3.8,na,na,na,na,na,na,na,na,na,KOR,na,na,na,na,na,na,na,na,na,1,na,na,2,Lazarus Group/Hidden Cobra/APT54,MilitaryUnit121,PRK,na,na,na,na,3,na,2017,na,0,2,2,5,na,na,na,na,2,na,PRK,na,USA,na,na,0,na,na,na,0,0,na,na,na,1,3,na,na,0,0,2,0,0,2,1,2,0,https://bitnewsbot.com/north-korea-accused-of-hacking-south-korean-bitcoin-exchange-youbit/,https://www.fireeye.com/blog/threat-research/2017/09/north-korea-interested-in-bitcoin.htmlhttps://www.recordedfuture.com/north-korea-cryptocurrency-campaign/,na,Youbit Hack by Lazarus,South Korean Bitcoin exchange Youbit suffered a large-scale security breach that led to the theft of one fifth of userfunds.
1020,1,6,1,na,2017,5,na,2017,5,na,3.8,na,na,na,na,na,na,na,na,na,USA,na,na,na,na,na,na,na,na,na,1,na,na,1,PLA,na,CHN,na,na,na,na,3,na,2020,2020,6,7,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,0,na,na,na,1,1,3,na,2,0,2,0,0,4,1,4,0,https://www.heise.de/newsticker/meldung/Nach-Megahack-bei-Equifax-Spekulation-ueber-Verbleib-der-Daten-4309723.htmlhttps://www.heise.de/security/meldung/Equifax-Hack-Angreifer-ueber-Apache-Struts-Luecke-eingestiegen-3831905.htmlhttps://xakep.ru/2017/09/08/equifax-hack/,https://www.spiegel.de/netzwelt/netzpolitik/equifax-hack-usa-klagen-vier-chinesische-militaerangehoerige-an-a-7a50d266-0c53-44ca-a619-8a98b593ec73; https://www.justice.gov/opa/press-release/file/1246891/download,https://www.cnbc.com/2017/09/13/us-senator-on-equifax-hack-somebody-needs-to-go-to-jail.html; https://www.reuters.com/article/ctech-us-equifax-cyber-heitkamp-idCAKCN1BN1WN-OCATC,Attack on Equifax,"The world's largest consumer credit reporting agency Equifax which is located in the USA was attacked by a first unknown group of hackers. As a result the attackers were able to steal personal information (adresses, social insurance numbers etc.) of more than 143 Million clients. In February 2020, the US unsealed an indictment against four Chinese PLA officers and blamed them for committing the hacks."
1021,1,8,5,na,2017,5,na,2017,5,na,3.3,na,na,na,na,na,na,na,na,na,LBN,na,na,na,na,na,na,na,na,na,2,na,na,1,0,na,ISR,na,na,na,na,1,na,2017,na,6,6,na,na,na,na,na,na,na,na,na,na,na,na,na,4,7,na,na,2,4,7,na,na,1,2,na,na,0,1,0,0,0,1,1,1,0,https://www.apnews.com/42d48c9b5b2d4b7e9c96d96f8ac92c3e,https://www.haaretz.com/israel-news/israel-responsible-for-anti-hezbollah-propaganda-phone-hack-lebanon-says-1.5471465,na,Lebanon-Hezbollah Phone Hack 2017,Lebanon blames Israel for anti-Hezbollah telecoms hacking
1022,2.1,10,2,na,2017,5,14,2017,5,14,5,na,na,na,na,na,na,na,na,na,ASIA,na,na,na,na,na,na,na,na,na,1,2,3,2.1,APT32/Ocean Lotus/Sea Lotus,na,VNM,na,na,na,na,3,na,2017,na,2,5,na,na,na,na,na,na,2.1,na,VNM,na,ISR,na,na,6,na,na,na,0,0,na,na,na,1,1,na,na,1,0,0,0,0,1,1,1,0,https://www.cybereason.com/blog/operation-cobalt-kitty-apt,https://www.fireeye.com/blog/threat-research/2017/05/cyber-espionage-apt32.html,na,Operation Cobalt Kitty,"Cyber reason reveals the details of Operation Cobalt Kitty, a campaign carried on by APT32, an advanced threatgroup that conducts targeted intrusions at large multi national businesses with interests in Vietnam."
1023,2.1,4,0,na,2017,5,15,2017,5,15,1.1,1.5,na,na,na,na,na,na,na,na,PHL,na,na,na,na,na,na,na,na,na,2,na,na,2,APT32/Ocean Lotus/Sea Lotus,na,VNM,na,na,na,na,3,na,2017,na,2,3,na,na,na,na,na,na,2,na,PHL,na,USA,na,na,4,6,7,na,3,4,6,7,na,1,1.1,na,na,2,0,0,0,0,2,1,2,0,https://www.cyberscoop.com/apt-32-trump-duterte-hacking-xi-jinping-vietnam/,https://www.cyberscoop.com/apt-32-trump-duterte-hacking-xi-jinping-vietnam/,na,Trump-Duterte-Conversion Hack-->OceanLotus aka APT32,A stolen Trump-Duterte transcript appears to be just one part of a larger hacking story
